설문 문제 일련번호,설문 유형 일련번호,항목 출력 순서,설문 문항 설명,프로그램 종류,설문 상세 구분 코드,설문 답항 구분 코드,설문 답항 갯수
1679,232,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1680,232,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1681,232,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1682,232,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1683,232,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1684,232,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1685,232,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1686,232,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1687,232,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1688,232,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1689,232,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1690,232,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1691,232,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1692,233,0,기타의견,,,CD_00000000000000061,
1693,234,0,01월 01일,,,CD_00000000000000062,
1694,234,0,01월 02일,,,CD_00000000000000062,
1695,234,0,01월 03일,,,CD_00000000000000062,
1696,234,0,01월 04일,,,CD_00000000000000062,
1697,234,0,01월 05일,,,CD_00000000000000062,
1698,235,0,1순위,,,CD_00000000000000063,3
1699,236,0,건강한 삶의 시작,활력찾기,,CD_00000000000000064,
1700,236,0,몸으로 만나는 숲,자연친구,,CD_00000000000000064,
1701,236,0,소중한 나의 발,자연친구,,CD_00000000000000064,
1702,236,0,몸으로 배우는 숲,자연친구,,CD_00000000000000064,
1703,236,0,진행시간,,,CD_00000000000000064,
1704,237,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1705,237,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1706,237,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1707,237,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1708,237,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1709,237,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1710,237,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1711,237,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1712,237,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1713,237,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1714,237,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1715,237,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1716,237,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1717,237,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1718,237,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1719,237,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1720,237,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1721,237,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1722,237,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1723,237,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1724,237,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1725,238,0,01월 01일,,,CD_00000000000000062,
1726,238,0,01월 02일,,,CD_00000000000000062,
1727,238,0,01월 03일,,,CD_00000000000000062,
1728,238,0,01월 04일,,,CD_00000000000000062,
1729,238,0,01월 05일,,,CD_00000000000000062,
1730,239,0,1순위,,,CD_00000000000000063,3
1731,240,0,생활안내 및 안전교육,,,CD_00000000000000064,
1732,240,0,나이트워크,활력찾기,,CD_00000000000000064,
1733,240,0,편백향기 주머니 만들기,감성충전,,CD_00000000000000064,
1734,240,0,숲으로 풍덩,자연친구,,CD_00000000000000064,
1735,240,0,종합점수,,,CD_00000000000000064,
1736,241,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1737,241,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1738,241,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1739,241,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1740,241,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1741,241,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1742,241,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1743,241,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1744,241,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1745,241,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1746,241,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1747,241,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1748,241,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1749,241,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1750,241,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1751,241,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1752,241,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1753,241,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1754,241,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1755,241,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1756,241,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1757,242,0,01월 01일,,,CD_00000000000000062,
1758,242,0,01월 02일,,,CD_00000000000000062,
1759,242,0,01월 03일,,,CD_00000000000000062,
1760,242,0,01월 04일,,,CD_00000000000000062,
1761,242,0,01월 05일,,,CD_00000000000000062,
1762,243,0,1순위,,,CD_00000000000000063,3
1763,244,0,생활안내 및 안전교육,,,CD_00000000000000064,
1764,244,0,몸으로 만나는 숲,자연친구,,CD_00000000000000064,
1765,244,0,나를 찾는 숲,가치찾기,,CD_00000000000000064,
1766,244,0,마음으로 만나는 숲,행복찾기,,CD_00000000000000064,
1767,244,0,적정시간,,,CD_00000000000000064,
1768,245,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1769,245,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1770,245,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1771,245,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1772,245,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1773,245,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1774,245,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1775,245,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1776,245,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1777,245,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1778,245,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1779,245,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1780,245,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1781,245,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1782,245,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1783,245,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1784,245,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1785,245,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1786,245,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1787,245,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1788,245,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1789,246,0,01월 01일,,,CD_00000000000000062,
1790,246,0,01월 02일,,,CD_00000000000000062,
1791,246,0,01월 03일,,,CD_00000000000000062,
1792,246,0,01월 04일,,,CD_00000000000000062,
1793,246,0,01월 05일,,,CD_00000000000000062,
1794,247,0,1순위,,,CD_00000000000000063,3
1795,248,0,생활안내 및 안전교육,,,CD_00000000000000064,
1796,248,0,숲으로 풍덩,자연친구,,CD_00000000000000064,
1797,248,0,힐링궁전,활력찾기,,CD_00000000000000064,
1798,248,0,보석함만들기,감성충전,,CD_00000000000000064,
1799,248,0,진행시간,,,CD_00000000000000064,
1800,249,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1801,249,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1802,249,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1803,249,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1804,249,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1805,249,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1806,249,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1807,249,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1808,249,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1809,249,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1810,249,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1811,249,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1812,249,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1813,249,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1814,249,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1815,249,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1816,249,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1817,249,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1818,249,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1819,249,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1820,249,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1821,250,0,01월 01일,,,CD_00000000000000062,
1822,250,0,01월 02일,,,CD_00000000000000062,
1823,250,0,01월 03일,,,CD_00000000000000062,
1824,250,0,01월 04일,,,CD_00000000000000062,
1825,250,0,01월 05일,,,CD_00000000000000062,
1826,251,0,1순위,,,CD_00000000000000063,3
1827,252,0,생활안내 및 안전교육,,,CD_00000000000000064,
1828,252,0,힐링에코백 만들기,감성충전,,CD_00000000000000064,
1829,252,0,편백향기 주머니 만들기,감성충전,,CD_00000000000000064,
1830,252,0,숲 오감체험,자연친구,,CD_00000000000000064,
1831,252,0,진행시간,,,CD_00000000000000064,
1832,253,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1833,253,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1834,253,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1835,253,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1836,253,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1837,253,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1838,253,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1839,253,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1840,253,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1841,253,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1842,253,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1843,253,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1844,253,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1845,253,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1846,253,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1847,253,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1848,253,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1849,253,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1850,253,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1851,253,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1852,253,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1853,254,0,01월 01일,,,CD_00000000000000062,
1854,254,0,01월 02일,,,CD_00000000000000062,
1855,254,0,01월 03일,,,CD_00000000000000062,
1856,254,0,01월 04일,,,CD_00000000000000062,
1857,254,0,01월 05일,,,CD_00000000000000062,
1858,255,0,1순위,,,CD_00000000000000063,3
1859,256,0,생활안내 및 안전교육,,,CD_00000000000000064,
1860,256,0,몸으로 만나는 숲,자연친구,,CD_00000000000000064,
1861,256,0,마음으로 만나는 숲,행복찾기,,CD_00000000000000064,
1862,256,0,나를 찾는 숲,가치찾기,,CD_00000000000000064,
1863,256,0,적정시간,,,CD_00000000000000064,
1864,257,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1865,257,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1866,257,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1867,257,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1868,257,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1869,257,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1870,257,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1871,257,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1872,257,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1873,257,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1874,257,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1875,257,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1876,257,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1877,257,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1878,257,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1879,257,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1880,257,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1881,257,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1882,257,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1883,257,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1884,257,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1885,258,0,01월 01일,,,CD_00000000000000062,
1886,258,0,01월 02일,,,CD_00000000000000062,
1887,258,0,01월 03일,,,CD_00000000000000062,
1888,258,0,01월 04일,,,CD_00000000000000062,
1889,258,0,01월 05일,,,CD_00000000000000062,
1890,259,0,1순위,,,CD_00000000000000063,3
1891,260,0,생활안내 및 안전교육,,,CD_00000000000000064,
1892,260,0,편백향기 주머니 만들기,감성충전,,CD_00000000000000064,
1893,260,0,잊고싶은 나의 모습 버리기,가치찾기,,CD_00000000000000064,
1894,260,0,산림인자 느끼기,자연친구,,CD_00000000000000064,
1895,260,0,진행시간,,,CD_00000000000000064,
1896,261,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1897,261,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1898,261,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1899,261,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1900,261,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1901,261,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1902,261,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1903,261,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1904,261,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1905,261,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1906,261,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1907,261,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1908,261,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1909,261,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1910,261,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1911,261,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1912,261,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1913,261,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1914,261,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1915,261,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1916,261,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1982,271,0,01월 01일,,,CD_00000000000000062,
1983,271,0,01월 02일,,,CD_00000000000000062,
1984,271,0,01월 03일,,,CD_00000000000000062,
1985,271,0,01월 04일,,,CD_00000000000000062,
1986,271,0,01월 05일,,,CD_00000000000000062,
1987,272,0,1순위,,,CD_00000000000000063,3
1988,273,0,생활안내 및 안전교육,,,CD_00000000000000064,
1989,273,0,몸으로 만나는 숲,자연친구,,CD_00000000000000064,
1990,273,0,마음으로 만나는 숲,행복찾기,,CD_00000000000000064,
1991,273,0,나를 찾는 숲,가치찾기,,CD_00000000000000064,
1992,273,0,진행시간,,,CD_00000000000000064,
1993,274,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1994,274,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1995,274,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1996,274,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1997,274,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1998,274,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1999,274,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2000,274,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2001,274,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2002,274,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2003,274,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2004,274,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2005,274,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2006,274,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2007,274,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2008,274,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2009,274,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
2010,274,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2011,274,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2012,274,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2013,274,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2014,275,0,01월 01일,,,CD_00000000000000062,
2015,275,0,01월 02일,,,CD_00000000000000062,
2016,275,0,01월 03일,,,CD_00000000000000062,
2017,275,0,01월 04일,,,CD_00000000000000062,
2018,275,0,01월 05일,,,CD_00000000000000062,
2019,276,0,1순위,,,CD_00000000000000063,3
2020,277,0,생활안내 및 안전교육,,,CD_00000000000000064,
2021,277,0,몸으로 만나는 숲,자연친구,,CD_00000000000000064,
2022,277,0,마음으로 만나는 숲,행복찾기,,CD_00000000000000064,
2023,277,0,나를 찾는 숲,가치찾기,,CD_00000000000000064,
2024,277,0,진행시간,,,CD_00000000000000064,
2025,278,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2026,278,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2027,278,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2028,278,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2029,278,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2030,278,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2031,278,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2032,278,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2033,278,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2034,278,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2035,278,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2036,278,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2037,278,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2038,278,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2039,278,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2040,278,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2041,278,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
2042,278,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2043,278,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2044,278,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2045,278,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2046,279,0,기타의견,,,CD_00000000000000061,
2047,280,0,01월 01일,,,CD_00000000000000062,
2048,280,0,01월 02일,,,CD_00000000000000062,
2049,280,0,01월 03일,,,CD_00000000000000062,
2050,280,0,01월 04일,,,CD_00000000000000062,
2051,280,0,01월 05일,,,CD_00000000000000062,
2052,281,0,1순위,,,CD_00000000000000063,3
2053,282,0,건강한 삶의 시작,활력찾기,,CD_00000000000000064,
2054,282,0,생활안내 및 안전교육,,,CD_00000000000000064,
2055,282,0,나를 찾는 숲,가치찾기,,CD_00000000000000064,
2056,282,0,소중한 나의 발,자연친구,,CD_00000000000000064,
2057,282,0,몸으로 배우는 숲,자연친구,,CD_00000000000000064,
2058,282,0,새로운 시작,가치찾기,,CD_00000000000000064,
2059,282,0,진행시간,,,CD_00000000000000064,
2060,283,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2061,283,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2062,283,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2063,283,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2064,283,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2065,283,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2066,283,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
